주차장 이름,주소,주차 타입,주차 가능 차량 수,요금,요금 시간 기준,추가 요금,추가 요금 시간 기준,일일 최대 요금,현재 주차 차량 수,현재 주차 갱신 시간,평일 운영 시간,주말 운영 시간,공휴일 운영 시간,전화번호,연계 상태,위도,경도
초안산꽃동산공영주차장(구),도봉구 창동 441-5,NW,15,100,5,100,5,,0,,0900 ~ 1900,0900 ~ 1900,0900 ~ 1900,,미연계,37.642485,127.041783
우영마트 주차장,도봉구 창동 632-39,BS,76,3000,30,6000,60,0,0,,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,02-997-0012,미연계,37.641628,127.035137
창2동 4공영주차장(구),도봉구 창동 582-22,NW,82,100,5,100,5,,0,,0900 ~ 1800,0900 ~ 1800,0900 ~ 1800,02-2091-4215,미연계,37.641244,127.036308
가오천 노상공영(구),강북구 수유동 181-40,NS,63,200,5,200,5,10000,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,,미연계,37.64394006,127.02532497
예일주차장(민영),강북구 수유동 178-43,NP,23,1500,30,1000,10,,0,,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,,미연계,37.641839,127.025067
강북종합-1,한천로 1048 ~ 한천로 1084,T,51,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6411807,127.0253632
노해로-1,노해로 98 ~ 노해로 114,T,24,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6442412,127.0233241
수유중앙-1,노해로 73 ~ 노해로 29,T,68,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6419233,127.02229501
벽산 노상공영(구),강북구 수유동 36-1,NS,43,200,5,200,5,10000,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,,미연계,37.64148613,127.0207821
벽산공영(구),강북구 수유동 186-5 ,NS,21,200,5,200,5,15000,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,,미연계,37.641328,127.02097
수유2동 주민센터,강북구 수유동 730-1 ,BS,7,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.644629,127.019911
정암빌딩 주차장,강북구 수유동 381-2,BS,14,1000,30,500,10,0,0,,0700 ~ 2400,0700 ~ 2400,0700 ~ 2400,,미연계,37.641499,127.017237
가오리 공영주차장(구),강북구 수유동 349-3,NW,120,150,5,150,5,10000,81,2024-10-02 15:58:11,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-944-3046,20분,37.64160736,127.01498164
삼원주차장(민영),강북구 수유동 286-7,NP,10,1000,60,1000,60,,0,,0600 ~ 2000,0600 ~ 2000,0600 ~ 2000,02-994-1369,미연계,37.64498397,127.01517293
인수동 주민센터(수유6동),강북구 수유동 527-19 ,BS,8,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.641467,127.01061
아카데미 노상공영(구),강북구 수유동 535-76,NS,63,200,5,200,5,10000,0,,0900 ~ 1900,0900 ~ 1500,0900 ~ 1800,,미연계,37.64519404,127.00567348
통일교육원 주차장,강북구 수유동 535-353 ,BP,16,,,,,,0,,0000 ~ 0000,0900 ~ 1900,0900 ~ 1900,02-901-7122,미연계,37.641716,127.003496
은평한옥마을(민영),은평구 진관동 205-0,NP,,0,5,3000,60,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.642197,126.9396264
연서로-1,진광동 186 ~ 진관동 218,T,21,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6424222,126.9387665
노브랜드 은평진관점,은평구 진관동 74-0 ,BS,101,0,0,0,0,0,0,,1000 ~ 2200,1000 ~ 2200,1000 ~ 2200,,미연계,37.6447477008303,126.911792625929
국민체육진흥공단 한국스포츠개발원,노원구 공릉동 26-17 ,BP,10,,,,,,0,,0700 ~ 2000,0700 ~ 2000,0700 ~ 2000,02-970-2918,미연계,37.6376403,127.1047502
노원로-1,노원로 183 ~ 노원로 183,T,14,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.63674394,127.07978598
가재울 공영주차장(구),노원구 하계동 252-6,NW,121,150,5,150,5,11000,0,,0900 ~ 1900,0900 ~ 1900,0900 ~ 1900,,미연계,37.637358,127.07334
한신동성아파트옆(구),노원구 하계동 256-7,NS,16,250,5,0,0,33000,0,,0900 ~ 1900,0900 ~ 1800,0900 ~ 1800,,미연계,37.64037796,127.07378646
등나무근린공원(구),노원구 중계동 508-1,NW,129,250,5,250,5,16500,0,,1000 ~ 2100,1000 ~ 2200,0000 ~ 0000,029497706,미연계,37.640284,127.067699
홈플러스 중계점,노원구 중계동 509-2,BS,710,1000,10,1000,10,30000,75,2024-10-02 15:59:09,1000 ~ 2400,1000 ~ 2400,1000 ~ 2400,02-986-2080,20분,37.639866,127.068575
중계근린공원공영주차장(구),노원구 중계동 507-0,NW,122,250,5,250,5,16500,0,,1000 ~ 2100,1000 ~ 2200,0000 ~ 0000,02-949-7705,미연계,37.639581,127.065188
동일로205길-1,중계동 504-1 ~ 중계동 504-1,T,29,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6403994,127.06302601
동일로205길-2,중계동 505 ~ 중계동 505,T,29,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6396902,127.0611311
삼익쇼핑센터 주차장,도봉구 창동 581-28,BS,54,1000,30,1000,30,0,0,,0700 ~ 1900,0700 ~ 1900,0700 ~ 1900,02-907-0031,미연계,37.640147,127.037372
수송초등학교 공영주차장(구),강북구 번동 456-0,NW,185,200,5,200,5,10000,119,2024-10-02 15:58:27,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-944-3036,20분,37.63709333,127.03300942
NH농협은행 강북중앙지점 주차장,강북구 수유동 174-5,BS,9,0,0,0,0,0,0,,0800 ~ 2100,0800 ~ 2100,0000 ~ 0000,,미연계,37.640613,127.027986
천지빌딩 주차장,강북구 수유동 174-17,BS,24,2000,30,500,10,30000,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.64022335,127.0270844
한천로-7,한천로 1013 ~ 한천로 991,T,28,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6384992,127.0289033
한천로-8,한천로 990 ~ 한천로 1012,T,31,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6373751,127.0310338
강북구청,강북구 수유동 192-59 ,BP,80,250,5,250,5,0,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,,미연계,37.6395558,127.02546726
구청앞(구),강북구 수유동 191-1,NS,21,250,5,250,5,15000,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,,미연계,37.63966326,127.02621557
대명주차장(민영),강북구 수유동 10-4,NP,16,1000,30,,,15000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.637992,127.022589
수유3동 주민센터,강북구 수유동 223-8 ,BS,5,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.638707,127.023118
시범 공영주차장(구),강북구 수유동 190-11,NW,45,250,5,250,5,20000,31,2024-10-02 15:58:18,0800 ~ 2200,0800 ~ 2200,0900 ~ 1800,02-944-3029,20분,37.64005648,127.02595849
에피소드수유838,강북구 수유동 740-0 ,BS,558,1000,15,1000,15,20000,558,2024-10-02 15:58:51,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.636932,127.023307
현대크리스탈 주차장,강북구 수유동 224-15,BS,40,3000,60,3000,60,10000,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.638532,127.024225
국립재활원 주차장,강북구 수유동 520-0 ,BP,200,,,,,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-901-1508,미연계,37.638841,127.010779
구파발역 공영주차장(시),은평구 진관동 66-30,NW,399,170,5,170,5,12200,415,2024-10-02 15:58:51,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2290-6088,20분,37.63800702,126.91932176
롯데몰 은평점 주차장,은평구 진관동 63-0 ,BS,1514,0,30,1000,30,0,978,2024-10-02 15:50:00,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2674-0000,20분,37.6374717811,126.91783905
한국(민영),노원구 하계동 168-1,NP,6,2000,30,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.63636362,127.07317085
노원을지대학교병원 주차장,노원구 하계동 280-1,BS,337,2000,31,500,10,15000,247,2024-10-02 15:59:17,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-970-8441,20분,37.63642,127.070002
초안산로-1,초안산로 89 ~ 초안산로5길 12,T,47,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.63497856,127.05216112
초안산로-2,초안산로 58 ~ 월계동 663,T,47,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.63262338,127.05241768
"강북구 보건소, 번2동 주민센터",강북구 번동 232-0 ,BS,20,0,0,0,0,0,0,,1800 ~ 0900,0000 ~ 2400,0000 ~ 2400,,미연계,37.632187,127.038835
창3동 1공영주차장(구),도봉구 창동 504-21,NW,80,100,5,100,5,0,0,,0900 ~ 1800,0900 ~ 1800,0900 ~ 1800,02-2091-4215,미연계,37.633166,127.041348
북부시장 고객주차장(민영),강북구 번동 413-48,NP,8,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-902-1683,미연계,37.63650292,127.03011547
덕릉로-6,덕릉로 121 ~ 덕릉로 109,T,17,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6350701,127.0271756
덕릉로-7,덕릉로 98 ~ 덕릉로 122,T,34,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6348684,127.0270841
덕릉로-8,덕릉로 159 ~ 덕릉로 135,T,31,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.63518801,127.0291839
덕릉로-9,덕릉로 140 ~ 덕릉로 168-1,T,40,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6351823,127.03161301
나눔터길 노상공영(구),강북구 수유동 605-185,NS,51,200,5,200,5,10000,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,,미연계,37.63632336,127.02225223
한국마사회 강북지사,강북구 번동 449-6 ,BP,90,,,,,,0,,0900 ~ 1800,0900 ~ 1800,0900 ~ 1800,02-6312-2000,미연계,37.635336,127.023738
덕릉로-1,덕릉로 99 ~ 덕릉로 95,T,4,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.63489601,127.0247048
도봉로82길-1,도봉로82길 22 ~ 도봉로82길 28,T,7,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6352088,127.0249817
도봉로82길-2,도봉로82길 35 ~ 도봉로82길 25,T,7,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6351529,127.0253917
빨래골 노상공영(구),강북구 수유동 49-27,NS,35,200,5,200,5,10000,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-944-3025,미연계,37.63412863,127.01937423
색동공원공영주차장(구),강북구 수유동 49-7,NW,80,200,5,200,5,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-985-3492,미연계,37.6332,127.020703
인수동공영주차장(구),강북구 수유동 126-0,NW,89,200,5,200,5,10000,65,2024-10-02 15:58:58,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-944-3045,20분,37.63608367,127.01844991
덕릉로-2,덕릉로 31 ~ 덕릉로 21,T,14,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.63423352,127.01698296
화계주차장(민영),강북구 수유동 469-17,NP,49,2000,60,,,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-8531-5483,미연계,37.632678,127.013172
인수봉로-1,인수봉로 164 ~ 인수봉로52길 2,T,14,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6349372,127.0134102
인수봉로-2,인수봉로 191 ~ 인수봉로 159,T,22,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6355116,127.0130848
진관동주민센터,은평구 진관동 78-0 ,BS,18,0,0,0,0,0,0,,1800 ~ 0800,0000 ~ 2400,0000 ~ 2400,02-351-5454,미연계,37.634923640554874,126.92107388919399
중부지구관리소(태릉),노원구 공릉동 223-19 ,BP,33,,,,,,0,,0800 ~ 1800,0800 ~ 1800,0800 ~ 1800,02-948-5668,미연계,37.6301315,127.0975666
한국원자력의학원,노원구 공릉동 215-4 ,BP,800,500,10,500,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-970-2734,미연계,37.62884,127.082477
LG전자베스트샵 노원본점,노원구 공릉동 323-1 ,BS,25,1000,10,1000,10,30000,25,2024-10-02 15:58:48,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.628515,127.071146
희성프라자,노원구 월계동 321-2 ,BS,113,500,10,500,10,30000,18,2024-10-02 15:59:31,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.63091732,127.06104087
한천로-1,한천로105길 23 ~ 오현로 208,T,128,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6286311,127.0443653
한천로-2,한천로109길 10 ~ 한천로109길 23,T,78,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.62838098,127.04434717
미아동공영주차장(구),강북구 미아동 222-100,NW,155,150,5,150,5,10000,6,2024-10-02 15:58:30,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-944-3048,20분,37.6285679,127.02235964
수유마을시장 공영주차장(구),강북구 수유동 55-53,NW,116,100,5,100,5,10000,0,2024-09-14 15:25:41,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-944-3053,미연계,37.63066419,127.02184586
수유시장주차장(민영),강북구 수유동 54-5,NP,61,100,5,100,5,,0,,0800 ~ 2200,0800 ~ 2200,0800 ~ 2200,02-989-4730,미연계,37.630747,127.023003
수유프라자,강북구 수유동 63-0,BS,51,1000,30,1000,30,30000,51,2024-10-02 15:58:40,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.631703,127.02348
쌈지유료주차장(구),강북구 수유동 62-4,NW,19,1000,20,500,10,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-2977-0759,미연계,37.632025,127.023552
우리은행 미아역지점,강북구 미아동 207-1 ,BS,18,1000,20,1000,20,30000,18,2024-10-02 15:58:43,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.62777652,127.02513238
수유일공원공영주차장(구),강북구 수유동 605-407,NW,91,200,5,200,5,10000,46,2024-10-02 15:59:21,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-944-3042,20분,37.63061186,127.01743071
은혜공영주차장(무인)(구),강북구 미아동 791-1049,NW,20,150,5,150,5,10000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.62796164,127.01699947
신도고등학교 주차장,은평구 진관동 243-1 ,BS,10,0,0,0,0,0,0,,0700 ~ 2200,0800 ~ 1800,0000 ~ 0000,02-350-3104,미연계,37.6292,126.918477
마들로-2,마들로 111 ~ 마들로 111,T,38,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.62493104,127.06760371
광운대역 주차장,노원구 월계동 85-4 ,BP,78,1800,30,600,10,10000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-707-5422,미연계,37.6243435,127.0609236
이마트월계점,노원구 월계동 333-1 ,BS,1006,500,10,500,10,30000,516,2024-10-02 15:59:31,1000 ~ 2300,1000 ~ 2300,1000 ~ 2300,,20분,37.62745359,127.06201533
노원자동차(민영),노원구 월계동 367-1,NP,18,2000,60,1000,30,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-905-7959,미연계,37.626432,127.060216
번2동 공영주차장(무인)(구),강북구 번동 148-140,NW,20,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02)944-3025,미연계,37.62683533,127.03675529
번동 햇살 주차장(구),강북구 번동 148-380,NW,187,150,5,150,5,10000,100,2024-10-02 15:59:11,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-944-3044,20분,37.62509512,127.03343189
강북구청별관,강북구 미아동 197-1 ,BP,37,0,30,250,5,0,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,,미연계,37.6270682,127.02699279
대양주차장(민영),강북구 미아동 207-3,NP,15,1000,30,1000,10,15000,0,,0700 ~ 2200,0700 ~ 2200,0700 ~ 2200,011-328-7170,미연계,37.627132,127.025475
큰마을길(구),강북구 미아동 309-14,NS,42,200,5,200,5,10000,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-944-3025,미연계,37.62355035,127.02502385
냉천길 공영주차장(구),강북구 미아동 756-1,NW,103,200,5,200,5,10000,57,2024-10-02 15:59:03,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-944-3040,20분,37.62400561,127.01953853
롯데마트 삼양점,강북구 미아동 1359-0 ,BS,233,1500,30,1500,30,30000,203,2024-10-02 15:58:47,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.62561503,127.01770989
삼양시장길 공영주차장(구),강북구 미아동 791-1429,NW,43,150,5,150,5,10000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-944-3025,미연계,37.6259019,127.01577535
구세군길 공영주차장(무인)(구),강북구 미아동 791-1360,NW,87,150,5,150,5,10000,44,2024-10-02 15:59:37,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-944-3036,20분,37.62617605,127.01344244
미향주차장(민영),강북구 미아동 791-1539,NP,7,1000,30,,,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.62527704,127.01347121
삼양주차장(민영),강북구 미아동 791-1743,NP,11,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-980-6797,미연계,37.62527464,127.01327361
청암공영주차장(무인)(구),강북구 미아동 791-1694,NW,47,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-무인,미연계,37.62472117,127.01538636
서부침례교회 주차장,은평구 진관동 152-0 ,BS,6,0,0,0,0,0,0,,0200 ~ 2200,0600 ~ 2200,0600 ~ 2200,02-354-3331,미연계,37.627359,126.937205
연신내(민영),은평구 불광동 81-8,NP,16,1000,30,1000,30,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-353-3217,미연계,37.62653949,126.92763281
새장골공영주차장(구),은평구 불광동 480-352,NW,40,100,5,100,5,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-355-5947,미연계,37.62446275,126.9235464
연광초교지하공동주차장(구),은평구 불광동 400-6,NW,152,100,5,100,5,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-9554-9016,미연계,37.62387156,126.92422148
연신중학교지하공동주차장(구),은평구 불광동 400-4,NW,137,100,5,100,5,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.6232864,126.92508572
갈현1동공영주차장(구),은평구 갈현동 9-112,NW,61,100,5,100,5,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-357-5947,미연계,37.62648828,126.91533796
갈현1동문화의집,은평구 갈현동 436-14,BS,6,,,,,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-351-5097,미연계,37.6237,126.916779
갈현주차장(민영),은평구 갈현동 391-21,NP,10,1500,30,500,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.62530217,126.91941375
갈현1동 주민센터,,DI,1,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.62364847,126.916814
(구)북부지법주변(구),노원구 공릉동 629-1,NS,11,250,5,0,0,33000,0,,0900 ~ 1900,0900 ~ 1800,0900 ~ 1800,,미연계,37.61976955,127.07735364
화인화물주차장(민영),노원구 공릉동 573-14,NP,8,3000,60,1000,30,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-1599-9924,미연계,37.620974,127.072679
공릉동도깨비-1,동일로 1022 ~ 동일로 1028,T,12,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6220064,127.0744231
마들로-1,마들로 59 ~ 마들로 59,T,24,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6205488,127.0695697
오케이파킹(굿랜드)(민영),노원구 월계동 411-34,NP,39,1000,30,1000,30,15000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,01046422780,미연계,37.621573,127.061682
서울중앙교회,노원구 월계동 382-33 ,BS,15,,,,,,0,,1700 ~ 0900,1700 ~ 0900,0000 ~ 0000,,미연계,37.62278,127.0578
한천로-4,한천로 747 ~ 한천로 735,T,28,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6227623,127.0509031
꿈의숲요양병원,강북구 번동 105-1,BS,73,0,20,500,10,20000,73,2024-10-02 15:58:48,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.620514,127.044938
북서울꿈의숲,강북구 번동 28-6 ,BP,402,300,10,300,10,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2289-4022,미연계,37.621314,127.04511
북서울꿈의숲 서문주차장,강북구 번동 28-4 ,BP,74,300,10,300,10,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2289-5416,미연계,37.621841,127.037928
교육청길(구),강북구 미아동 137-19,NS,94,200,5,200,5,10000,0,,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-944-3025,미연계,37.62272619,127.02864695
도봉세무서 주차장,강북구 미아동 327-5 ,BP,67,,,,,,0,,1900 ~ 0730,1400 ~ 2400,0000 ~ 2400,02-944-0246,미연계,37.619783,127.02841
오패산공영주차장(구),강북구 미아동 133-100,NW,76,150,5,150,5,10000,32,2024-10-02 15:59:45,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.6221541,127.03114725
솔샘로-3,솔샘로 309 ~ 솔샘로 267,T,57,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6187316,127.0236323
솔샘로-4,솔샘로 270 ~ 솔샘로 294,T,37,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6190148,127.02227201
대지시장길 공영주차장(구),강북구 미아동 703-8,NW,47,200,5,200,5,,46,2024-10-02 15:59:34,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-944-3035,20분,37.62016376,127.02031635
동북주차장 상가전용주차장(민영),강북구 미아동 1346-1,NP,10,1500,30,1500,30,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-3760-2625,미연계,37.619669,127.019624
삼양마을공원지하공영주차장(구),강북구 미아동 748-2,NW,95,200,5,200,5,10000,51,2024-10-02 15:59:14,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-944-3047,20분,37.62274538,127.01842794
현대셀프(민영),강북구 미아동 691-1,NP,26,1500,30,500,10,15000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-989-4554,미연계,37.619285,127.020366
솔샘로-1,솔샘로 247 ~ 솔샘로 221,T,37,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6198116,127.0201105
솔샘로-2,솔샘로 220 ~ 솔샘로 246,T,42,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6199363,127.01705501
수양(민영),은평구 불광동 13-5,NP,18,3000,30,1000,10,0,0,,1000 ~ 2000,1000 ~ 2000,1000 ~ 2000,02-353-2198,미연계,37.61922235,126.93276121
보건분소,은평구 불광동 130-2 ,BP,11,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.62153281,126.9277144
은평구립도서관 주차장,은평구 불광동 59-32,BS,34,0,0,0,0,0,0,,0900 ~ 2200,0000 ~ 0000,0000 ~ 0000,02-385-1671,미연계,37.61896,126.927983
Y타운 주차장,은평구 갈현동 396-12,BS,44,4000,60,4000,60,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.61906209,126.9202517
남재빌딩 주차장,은평구 불광동 353-66,BS,28,2000,30,2000,30,0,0,,0900 ~ 2300,0900 ~ 2300,0900 ~ 2300,02--,미연계,37.62033916,126.92500491
범일빌딩 주차장,은평구 갈현동 396-1 ,BS,92,2000,30,2000,30,0,0,,0800 ~ 2000,0800 ~ 1500,0000 ~ 0000,,미연계,37.61987377,126.92016139
서연빌딩 주차장,은평구 갈현동 395-5,BS,25,1000,15,1000,15,0,0,,0700 ~ 2100,0700 ~ 1500,0000 ~ 0000,,미연계,37.62038474,126.91985083
은평문화주차장(민영),은평구 불광동 310-290,NP,17,1500,30,500,10,15000,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-385-0111,미연계,37.61996556,126.92210941
회원빌딩 주차장,은평구 갈현동 396-9,BS,44,2000,30,2000,30,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.61974349,126.91993613
연서-1,연서로 261-1 ~ 연서로 257,T,14,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.6202285,126.92378501
갈현교회 주차장,은평구 갈현동 427-25 ,BS,10,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-358-1554,미연계,37.622165,126.917085
경산빌딩 주차장,은평구 갈현동 393-1,BS,35,3000,30,1000,10,0,0,,0800 ~ 2400,0800 ~ 2400,0800 ~ 2400,,미연계,37.62308921,126.91944319
대영(민영),은평구 갈현동 395-8,NP,34,2000,30,2000,30,15000,0,,0100 ~ 2359,0100 ~ 2359,0100 ~ 2359,,미연계,37.62003275,126.91975308
청구성심병원외래(민영),은평구 갈현동 404-29,NP,36,1000,20,1000,20,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-385-4221,미연계,37.621063,126.91891
봉수대공영주차장(구),중랑구 신내동 12-2,NW,31,150,5,150,5,3000,0,,0800 ~ 1700,0000 ~ 0000,0000 ~ 0000,02-438-8271,미연계,37.61638404,127.11230008
아마노코리아 신내점 주차장,중랑구 신내동 813-0 ,BS,37,1000,30,1000,30,15000,0,2023-07-26 16:27:38,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.617626,127.104549
봉화산역(남) 공영주차장(시),중랑구 신내동 647-0,NW,85,80,5,80,5,5700,0,,0900 ~ 2200,0900 ~ 2200,0900 ~ 2200,010-4927-3981,미연계,37.61642995,127.09197194
