주차장 이름,주소,주차 타입,주차 가능 차량 수,요금,요금 시간 기준,추가 요금,추가 요금 시간 기준,일일 최대 요금,현재 주차 차량 수,현재 주차 갱신 시간,평일 운영 시간,주말 운영 시간,공휴일 운영 시간,전화번호,연계 상태,위도,경도
옥수유수지(평면) 공영주차장(구),성동구 옥수동 77-3,NW,47,150,5,150,5,0,41,2024-10-02 14:22:51,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2204-7970,20분,37.541363,127.018293
한강진역 공영주차장(시),용산구 한남동 728-27,NW,174,400,5,400,5,28800,159,2024-10-02 14:30:51,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-795-6406,20분,37.53952176,127.00257963
용산더프라임,용산구 원효로1가 41-0 ,BS,902,1000,10,1000,10,30000,902,2024-10-02 14:29:50,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.540206,126.969997
경찰공제회 자람빌딩,마포구 도화동 566-0,BS,235,3000,60,1000,10,50000,94,2024-10-02 14:30:02,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-3379-6205,20분,37.541842,126.949689
도화 공영주차장(구),마포구 도화동 557-0,NW,63,250,5,250,5,,30,2024-10-02 14:31:04,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-300-5046,20분,37.54155295,126.94993374
마포아크로타워,마포구 도화동 563-0 ,BS,214,1500,30,1500,30,30000,45,2024-10-02 14:31:05,0900 ~ 2000,0900 ~ 2000,0900 ~ 2000,,20분,37.54133579,126.9489866
다보빌딩,마포구 마포동 140-0,BS,152,1500,30,500,10,20000,152,2024-10-02 14:29:50,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.538408,126.94504
마포유수지(시),마포구 마포동 36-1,NW,503,220,5,220,5,15800,320,2024-10-02 14:30:51,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2290-6093,20분,37.53890027,126.94266859
염리 공영주차장(구),마포구 염리동 174-3,NW,135,250,5,250,5,0,97,2024-10-02 14:31:01,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-300-5052,20분,37.54199792,126.94523726
양화1주차장[당산철교 하부],영등포구 당산동 95-5 ,BP,88,1000,30,200,10,10000,59,2024-10-02 14:30:55,0600 ~ 2400,0600 ~ 2400,0600 ~ 2400,02-3780-0581,20분,37.53796609,126.90331806
양화2주차장[전망카페],영등포구 당산동 76-1 ,BP,20,1000,30,200,10,10000,17,2024-10-02 14:30:31,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-3780-0581~3,20분,37.5388433,126.90146242
볏골공원 지하공영주차장(구),강서구 화곡동 98-99,NW,231,1200,60,100,5,,296,2024-10-02 14:30:12,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-2065-1575,20분,37.54149243,126.84439601
LG전자베스트샵 강동본점,강동구 길동 413-45 ,BS,20,1000,10,1000,10,50000,20,2024-10-02 14:31:10,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.535495,127.138683
강동성심병원[본관/웰빙센터 주차장],강동구 길동 445-0 ,BS,128,0,30,1000,10,30000,271,2024-10-02 14:31:14,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2225-2888,20분,37.536141,127.135263
석탄공회관 주차장,강동구 길동 414-1 ,BS,14,2000,30,1000,10,40000,14,2024-10-02 14:31:07,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.53722656,127.13773854
강동웨딩KDW 본관주차장,강동구 성내동 199-0 ,BS,157,2500,30,2500,30,0,127,2024-10-02 14:31:05,0800 ~ 2200,0000 ~ 2400,0000 ~ 2400,080-772-6400,20분,37.53516026,127.13365501
프린스 주차장,강동구 성내동 451-8 ,BS,17,2400,30,800,10,25000,17,2024-10-02 14:31:09,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.536952,127.129914
풍납1(구),송파구 풍납동 154-0,NW,46,50,5,,,,46,2024-10-02 14:31:05,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-4395-2165,20분,37.53551936,127.12029156
풍납2(구),송파구 풍납동 175-0,NW,81,50,5,,,,82,2024-10-02 14:31:05,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-4395-2165,20분,37.53604678,127.11607498
성진강변스파랜드,광진구 구의동 593-15 ,BS,139,600,10,600,10,36000,0,2024-10-02 14:31:15,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-444-2396,20분,37.5349417,127.09125929
신라빌딩[구의역 자양사거리점],광진구 자양동 779-6,BS,18,1000,20,1000,20,20000,14,2024-10-02 14:31:19,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.53702,127.082943
공유) 17-33(구),성동구 성수동2가 234-1,NS,13,900,30,900,30,10000,11,2024-10-02 14:29:08,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.53732077,127.059491
공유) 17-37(구),성동구 성수동2가 593-0 ,NS,7,900,30,900,30,10000,6,2024-10-02 14:29:09,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.536512557,127.05679357
공유) 17-40(구),성동구 성수동2가 574-24,NS,17,900,30,900,30,10000,15,2024-10-02 14:29:10,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.5357232,127.05734114
성수2가1동(건물) 공영주차장(구),성동구 성수동2가 571-1,NW,163,100,5,100,5,,160,2024-10-02 14:25:02,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2204-7970,20분,37.53716718,127.05619675
공유) 15-21(구),성동구 성수동1가 463-0 ,NS,26,900,30,900,30,10000,22,2024-10-02 14:29:15,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.53641,127.04955
공유) 17-24(구),성동구 성수동2가 491-1,NS,10,900,30,900,30,10000,6,2024-10-02 14:29:11,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.53701025,127.052308
공유) 17-25(구),성동구 성수동2가 442-0 ,NS,11,900,30,900,30,10000,11,2024-10-02 14:29:10,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.53621904,127.05255568
공유) 17-26(구),성동구 성수동2가 403-4,NS,10,900,30,900,30,10000,9,2024-10-02 14:29:08,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.53609568,127.0504367
공유) 17-27(구),성동구 성수동2가 623-0 ,NS,20,900,30,900,30,10000,18,2024-10-02 14:29:16,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.535704332,127.05192804
공유) 17-29(구),성동구 성수동2가 527-0,NS,36,900,30,900,30,10000,26,2024-10-02 14:29:19,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-2204-7970,20분,37.5374,127.05428
공유) 17-41(구),성동구 성수동2가 639-0,NS,24,900,30,900,30,10000,18,2024-10-02 14:29:15,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.535236407,127.053532
공유) 17-44(구),성동구 성수동2가 712-0 ,NS,11,900,30,900,30,10000,8,2024-10-02 14:29:10,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-2204-7970,20분,37.535542685,127.05442249
한남동 공영주차장(구),용산구 한남동 685-46,NW,250,250,5,250,5,,250,2024-10-02 14:31:27,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-749-3633,20분,37.53496611,127.00019178
이태원주차장(민영),용산구 이태원동 131-25,NP,13,3000,30,1500,10,0,13,2024-10-02 14:31:14,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.533664,126.994379
공유) 한강로동 32구간(구),용산구 한강로2가 15-6,NS,10,0,0,0,0,0,3,2024-10-02 14:15:55,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,20분,37.53386,126.96795
삼각지고가밑 공영주차장(시),용산구 문배동 12-1,NS,16,250,5,250,5,0,8,2024-10-02 14:30:53,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-4194-3075,20분,37.53713406,126.9692661
용산주차빌딩 공영주차장(시),용산구 한강로2가 12-9,NW,561,300,5,300,5,21600,268,2024-10-02 14:31:31,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2290-6014,20분,37.53436379,126.96541818
여의서로 공영주차장(시),영등포구 여의도동 8-1,NS,84,160,5,160,5,,41,2024-10-02 14:30:59,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-5670-4293,20분,37.53363126,126.91268727
목동체비지 공영주차장(시),양천구 목동 908-26,NW,55,130,5,130,5,9300,87,2024-10-02 14:31:31,0800 ~ 2100,0800 ~ 2100,0800 ~ 2100,010-9381-8004,20분,37.53679354,126.8806468
부영그린 공영노상주차장(구),양천구 목동 908-35,NS,17,150,5,0,0,9000,9,2024-10-02 14:28:40,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-2644-1386,20분,37.537282668073196,126.88113087040017
법안정사 공영주차장(구),양천구 목동 907-1,NS,38,150,5,0,0,9000,24,2024-10-02 14:26:08,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,02-2644-1386,20분,37.5358177386499,126.87745893754368
가로공원로 지하 주차장(구),강서구 화곡동 662-15,NW,500,100,5,100,5,5000,0,2024-10-02 14:28:36,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-2699-0802,20분,37.53758251,126.83934816
신월3동 여울공영주차장(구),양천구 신월동 151-5,NW,76,50,5,50,5,0,51,2024-10-02 14:31:36,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2644-1386,20분,37.53504594,126.82414512
삼원빌딩,강동구 성내동 415-8,BS,37,3000,30,1000,10,40000,37,2024-10-02 14:31:15,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.529346,127.136281
안말 주차장(구),강동구 성내동 512-0,NW,169,150,5,150,5,,127,2024-10-02 14:31:33,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-482-3194,20분,37.531248,127.129855
공유) 15-가600구간(구),강동구 성내동 583-0,NS,4,0,0,0,0,0,2,2024-10-02 14:28:58,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,20분,37.530569,127.12366237
와이엠프라젠스파,광진구 자양동 663-21 ,BS,201,0,0,0,0,0,4,2024-10-02 14:31:46,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-2619-4454,20분,37.53090327,127.08416216
편안한요양병원[광진자양점],광진구 자양동 685-0 ,BS,65,2000,30,500,10,30000,34,2024-10-02 14:31:42,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-6053-8585,20분,37.53157639,127.08647428
압구정29길 노상공영 주차장(구),강남구 압구정동 453-0,NS,137,200,5,200,5,0,101,2024-10-02 14:31:26,0900 ~ 1900,0000 ~ 0000,0000 ~ 0000,02-2176-0907,20분,37.531674,127.027216
동호대교(남) 공영주차장(시),강남구 압구정동 435-0,NS,18,170,5,170,5,0,15,2024-10-02 14:31:44,0900 ~ 1900,0900 ~ 1900,0000 ~ 0000,010-9381-8004,20분,37.53106835,127.02481727
공유) 한강로동 22구간(구),용산구 한강로2가 157-2,NS,4,0,0,0,0,0,0,2024-10-02 12:07:56,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,2일,37.529486,126.97003
아모레퍼시픽 본사 주차장,용산구 한강로2가 424-0 ,BS,698,0,30,1000,10,30000,182,2024-10-02 14:31:51,0600 ~ 2300,0600 ~ 2300,0600 ~ 2300,02-6040-2467,20분,37.52917153,126.96843137
서울드래곤시티,용산구 한강로3가 40-969 ,BS,535,1000,10,1000,10,32000,296,2024-10-02 14:31:54,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2223-7000,20분,37.532138,126.961445
세우빌딩,영등포구 여의도동 10-0 ,BS,49,3000,30,1000,10,0,0,2024-10-02 14:31:43,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-742-7713,20분,37.530037,126.926235
신한드림리버오피스텔 주차장,영등포구 여의도동 12-3 ,BS,232,3000,30,1000,10,50000,189,2024-10-02 14:31:07,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.529664,126.924537
여의도한강3주차장(서강대교남단),영등포구 여의도동 83-6 ,BP,800,2000,30,300,10,15000,607,2024-10-02 14:31:26,0900 ~ 2300,0900 ~ 2300,0900 ~ 2300,,20분,37.53240356,126.924436
당산고가밑 공영주차장(시),영등포구 당산동5가 9-15,NS,23,260,5,260,5,,14,2024-10-02 14:31:34,0900 ~ 1900,0900 ~ 1500,0000 ~ 0000,010-3934-4293,20분,37.53261905,126.90086754
당산역효성해링턴타워오피스텔 주차장,영등포구 당산동5가 9-3 ,BS,378,1500,30,500,10,20000,378,2024-10-02 14:31:05,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.532719,126.9005
양천사회단체봉사센터 공영주차장(구),양천구 목동 905-29,NW,21,150,5,0,0,,14,2024-10-02 14:30:51,0900 ~ 1900,0000 ~ 0000,0000 ~ 0000,02-2644-1386,20분,37.531871,126.875505
중소기업유통센터(행복한백화점),양천구 목동 917-6 ,BP,622,0,60,500,10,0,488,2024-10-02 14:31:58,0000 ~ 2359,0000 ~ 2359,0000 ~ 2359,02-6678-9940,20분,37.52937002,126.87612377
홈플러스 목동점,양천구 목동 919-7,BS,915,1000,10,1000,10,30000,30,2024-10-02 14:32:03,1000 ~ 2400,1000 ~ 2400,1000 ~ 2400,02-2644-2080,20분,37.530284,126.873283
신영시장 공동주차장(구),양천구 신월동 114-16,NW,23,150,5,150,5,9000,15,2024-10-02 14:32:02,0900 ~ 1900,0900 ~ 1900,0900 ~ 1900,02-2644-1386,20분,37.53302124,126.83625423
풍납유수지(구),송파구 가락동 387-0,NW,234,250,5,,,0,229,2024-10-02 14:31:05,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-474-9906,20분,37.52529597,127.10604326
갤러리아백화점 명품관 EAST,강남구 압구정동 515-0,BS,197,0,30,1000,10,0,78,2024-10-02 14:32:12,1030 ~ 2000,1030 ~ 2030,0000 ~ 0000,,20분,37.52808559,127.04159925
갤러리아백화점 명품관 WEST,강남구 압구정동 494-0 ,BS,177,0,30,1000,10,0,256,2024-10-02 14:32:12,1030 ~ 2000,1030 ~ 2030,0000 ~ 0000,02-3449-4352,20분,37.52857263,127.0400765
압구정고가1 공영주차장(시),강남구 신사동 668-0,NS,19,500,5,500,5,0,2,2024-10-02 14:31:40,0800 ~ 2100,0900 ~ 2100,0900 ~ 2100,010-9381-8004,20분,37.526269,127.028388
압구정고가2 공영주차장(시),강남구 신사동 668-0,NS,19,500,5,500,5,0,3,2024-10-02 14:31:42,0900 ~ 2000,0900 ~ 2100,0900 ~ 2100,010-9381-8004,20분,37.52581394,127.0283654
언주로171길(구),강남구 신사동 668-11,NS,29,400,5,800,5,30000,67,2024-10-02 14:32:17,0900 ~ 1900,0000 ~ 0000,0000 ~ 0000,,20분,37.52761162,127.03170913
현대백화점 압구정 본점,강남구 압구정동 429-0 ,BS,325,600,10,600,10,42000,192,2024-10-02 14:30:46,1000 ~ 2200,0000 ~ 0000,0000 ~ 0000,02-3449-5747,20분,37.52732583,127.02746025
압구정 428 공영주차장(구),강남구 압구정동 428-0,NW,344,400,5,400,5,,263,2024-10-02 14:32:15,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,02-2176-0971,20분,37.52701729,127.02647115
"잠원1, 2, 3, 4, 5, 6주차장",강남구 압구정동 386-0 ,BP,735,1000,30,200,10,10000,206,2024-10-02 14:31:59,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,,20분,37.5275464,127.01895624
아이파크몰 용산점 주차장,용산구 한강로3가 40-999 ,BS,2483,1300,10,1300,10,0,1577,2024-10-02 14:30:01,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2012-0074,20분,37.528694,126.963766
여의도한강2주차장(마포대교남단),영등포구 여의도동 84-4 ,BP,171,2000,30,300,10,15000,210,2024-10-02 14:31:39,0900 ~ 2100,0909 ~ 2100,0909 ~ 2100,02-747-5546,20분,37.528797,126.931198
파크원 주차장,영등포구 여의도동 22-0 ,BS,2433,3000,30,1000,10,50000,1151,2024-10-02 14:32:22,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2164-9543,20분,37.52607331,126.92831446
IFC 서울 주차장,영등포구 여의도동 23-0 ,BS,2085,3000,30,1000,10,45000,1548,2024-10-02 14:32:23,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-6137-1049,20분,37.52497241,126.92532318
아이엠(im)증권빌딩,영등포구 여의도동 23-3 ,BS,320,1500,10,1500,10,40000,250,2024-10-02 14:31:44,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-1688-1054,20분,37.524501,126.923781
여의도한강4주차장(여의2교-하부파천교),영등포구 여의도동 19-0 ,BP,141,2000,30,300,10,15000,81,2024-10-02 14:31:54,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,,20분,37.526097,126.913163
당산2동(구),영등포구 당산동 121-105,NW,31,150,5,150,5,0,28,2024-10-02 14:32:21,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2671-2049,20분,37.52824898,126.90779447
롯데마트맥스 영등포점,영등포구 영등포동8가 62-1 ,BS,685,500,10,500,10,30000,301,2024-10-02 14:32:26,0700 ~ 2300,0000 ~ 0000,0000 ~ 0000,,20분,37.52782182,126.90463093
당산노외 공영주차장(시),영등포구 당산동3가 2-1,NW,236,260,5,260,5,18700,54,2024-10-02 14:32:11,0800 ~ 2100,0800 ~ 2100,0800 ~ 2100,1533-2315,20분,37.52625065,126.89945376
영등포제2스포츠센터,영등포구 당산동4가 96-1 ,BP,44,0,0,0,0,0,26,2024-10-02 14:32:15,0600 ~ 2230,0800 ~ 1830,0000 ~ 0000,02-2630-2900,20분,37.526684,126.902742
코레일유통 본사 사옥 주차장,영등포구 당산동3가 2-7,BS,356,0,10,500,10,20000,359,2024-10-02 14:32:20,0500 ~ 2400,0500 ~ 2400,0500 ~ 2400,02-2069-2091,20분,37.525797,126.902025
당산근린공원 공영(구),영등포구 당산동3가 385-0,NW,190,150,5,150,5,0,191,2024-10-02 14:32:24,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2677-1401,20분,37.52552609,126.89579413
서울양평점 롯데마트주차장(케이엠파크),영등포구 양평동3가 45-0 ,BS,507,500,10,500,10,20000,482,2024-10-02 14:32:27,1000 ~ 2300,1000 ~ 2300,1000 ~ 2300,,20분,37.52606684,126.89166568
영등포구청(구),영등포구 당산동3가 397-1,NS,9,1200,60,1200,60,0,3,2024-10-02 14:27:02,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,,20분,37.52603084,126.89527071
영등포구청별관 공영주차장(구),영등포구 당산동3가 560-0,NW,61,150,5,150,5,0,54,2024-10-02 14:31:45,0000 ~ 2359,0000 ~ 2359,0000 ~ 2359,02-2677-1401,20분,37.528464,126.89437002
웨스턴베니비스 영등포점,영등포구 당산동3가 393-0 ,BS,31,2000,30,1000,15,50000,31,2024-10-02 14:31:16,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.527596,126.896019
YP센터 주차장,영등포구 양평동3가 60-0 ,BS,103,3000,30,1000,10,80000,103,2024-10-02 14:32:21,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.52853206,126.89149431
우림이비지센타 주차장,영등포구 양평동3가 16-0 ,BS,350,0,30,1000,30,0,223,2024-10-02 14:30:59,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-9119-7503,20분,37.52579977,126.88797228
현대41타워옆 노상공영주차장(구),양천구 목동 917-2,NS,25,150,5,0,0,9000,15,2024-10-02 14:32:20,0900 ~ 1900,0900 ~ 1900,0900 ~ 1900,02-2644-1386,20분,37.52790955709728,126.87469438548557
현대백화점 목동점,양천구 목동 916-0 ,BS,1219,0,60,1000,10,0,685,2024-10-02 14:28:59,1000 ~ 2100,0000 ~ 0000,0000 ~ 0000,02-2163-2912,20분,37.52685813,126.87503705
NH농협은행 목동역지점,양천구 신정동 900-8 ,BS,26,2000,30,1000,10,30000,13,2024-10-02 14:32:26,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.527005,126.863928
신월4동 공영주차장(시),양천구 신월동 411-1,NW,46,120,5,120,5,8600,1,2024-10-02 14:32:11,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2290-6311,20분,37.525643,126.837692
신천유수지 공영주차장(시),송파구 신천동 14-0,NW,192,260,5,260,5,18700,174,2024-10-02 14:32:11,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-414-6417,20분,37.52231457,127.10290327
청담동 삼강빌딩,강남구 청담동 133-2 ,BS,47,2000,30,1000,10,30000,47,2024-10-02 14:32:40,0600 ~ 2300,0600 ~ 2300,0600 ~ 2300,,20분,37.52061352,127.05741236
언북초교 공영주차장(구),강남구 청담동 27-0,NW,225,300,5,300,5,,161,2024-10-02 14:32:40,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2176-0908,20분,37.51999434,127.04565885
선릉로146길 노상공영주차장(구),강남구 청담동 77-27,NS,32,400,5,0,0,,28,2024-10-02 14:32:37,1000 ~ 2000,0000 ~ 0000,0000 ~ 0000,,20분,37.52188443,127.0409429
도산대로45길(구),강남구 신사동 668-43,NS,32,400,5,4800,60,0,45,2024-10-02 14:32:42,1000 ~ 2000,0000 ~ 0000,0000 ~ 0000,02-1544-3113,20분,37.52381624,127.03561265
신구초 공영주차장(구),강남구 신사동 550-11,NW,185,300,5,300,5,0,178,2024-10-02 14:32:45,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-540-6149,20분,37.52309456,127.02429256
63스퀘어(63빌딩),영등포구 여의도동 60-0 ,BS,638,2000,30,0,0,0,181,2024-10-02 14:32:47,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-789-6325,20분,37.520253,126.939938
여의도한강공원1주차장(63빌딩앞),영등포구 여의도동 86-5 ,BP,462,2000,30,300,10,15000,399,2024-10-02 14:32:35,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,027475645,20분,37.52217837,126.93973139
원효대교 남단 공영주차장(시),영등포구 여의도동 5-0,NS,13,160,5,160,5,,7,2024-10-02 14:32:14,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-5670-4293,20분,37.52249148,126.93704902
씨티플라자 주차장,영등포구 여의도동 25-0 ,BS,123,700,10,700,10,20000,100,2024-10-02 14:30:01,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,02-1644-8830,20분,37.52407584,126.92604709
앵커원,영등포구 여의도동 525-0 ,BS,229,4500,30,1500,10,50000,130,2024-10-02 14:30:02,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-6072-3204,20분,37.5240936,126.9298043
여의도 사학연금(TP타워),영등포구 여의도동 27-2 ,BS,570,1000,10,1000,10,,987,2024-10-02 14:32:45,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2158-7993,20분,37.52169298376825,126.92284405231476
현대차증권빌딩,영등포구 여의도동 23-9,BS,291,3000,30,1000,10,30000,291,2024-10-02 14:32:31,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.52406,126.924518
영등포구청역 공영주차장(시),영등포구 당산동3가 370-3,NW,137,260,5,260,5,18700,109,2024-10-02 14:32:51,0500 ~ 0100,0500 ~ 0100,0500 ~ 0100,02-2290-6089,20분,37.52432737,126.89548892
목동우림필유,양천구 신정동 319-0,BS,173,2000,30,2000,30,24000,173,2024-10-02 14:32:32,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.520883,126.869091
어울림 공영주차장(구),양천구 신정동 318-2,NW,32,150,5,0,0,0,23,2024-10-02 14:32:50,0900 ~ 1900,0900 ~ 1900,0000 ~ 0000,010-8947-9404,20분,37.522184,126.869169
제이월드빌,양천구 신정동 318-17,BS,150,2000,30,2000,30,24000,150,2024-10-02 14:32:32,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.521777,126.869513
한전 뒷길 노상주차장(구),양천구 신정동 319-25,NS,24,150,5,0,0,9000,10,2024-10-02 14:32:08,0900 ~ 1900,0900 ~ 1300,0000 ~ 0000,02-2644-1386,20분,37.52033936992335,126.86906678508328
LG전자베스트샵 양천본점,양천구 신정동 1027-4,BS,9,6000,60,1000,10,50000,9,2024-10-02 14:32:35,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.521383,126.857487
웃우물 공영주차장(시),양천구 신정동 943-25,NW,79,220,5,220,5,15800,56,2024-10-02 14:32:51,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2290-6311,20분,37.52379759,126.85141746
동방숯가마사우나,양천구 신월동 607-1,BS,50,0,90,2000,30,0,50,2024-10-02 14:32:30,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.521433,126.846456
위례성길(구),송파구 방이동 94-3,NS,88,250,5,,,,83,2024-10-02 14:31:06,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,010-4267-2165,20분,37.51562144,127.11720151
잠실대명밸리온,송파구 방이동 43-0,BS,180,1000,10,1000,10,30000,180,2024-10-02 14:32:29,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.515711,127.111169
교통공원길(구),송파구 신천동 10-2,NS,67,250,5,,,,21,2024-10-02 14:31:06,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,010-4283-2165,20분,37.51668888,127.10343693
성내역(잠실나루역) 공영주차장(시),송파구 신천동 11-1,NS,28,250,5,250,5,,19,2024-10-02 14:32:59,0900 ~ 1800,0900 ~ 1500,0000 ~ 0000,010-9381-8004,20분,37.51806624,127.10505804
타워730 주차장,송파구 신천동 7-30,BS,331,1000,10,1000,10,0,272,2024-10-02 14:31:48,0700 ~ 2300,0700 ~ 2300,0700 ~ 2300,02-412-8730,20분,37.51579103,127.09910681
"잠실1, 2, 3, 4주차장",송파구 잠실동 1-1 ,BP,471,1000,30,200,10,10000,697,2024-10-02 14:32:29,0900 ~ 2100,0900 ~ 2100,0900 ~ 2100,,20분,37.517984,127.081214
강남구청사 삼성동 별관,강남구 삼성동 66-0,BS,42,0,60,300,5,28800,70,2024-10-02 14:33:05,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-1544-3113,20분,37.5160902,127.05208629
강남구청 주차장,강남구 삼성동 16-1 ,BP,120,0,30,300,5,30000,143,2024-10-02 14:33:04,0800 ~ 1900,0800 ~ 1900,0800 ~ 1900,02-3423-6833,20분,37.5175696,127.04750582
선릉로132길 노상공영 주차장(구),강남구 청담동 77-84,NS,17,400,5,400,5,,17,2024-10-02 14:32:50,0900 ~ 1900,0000 ~ 0000,0000 ~ 0000,,20분,37.51828534,127.04322537
언주로147길(구),강남구 논현동 279-22 언북중학교 뒷길,NS,13,400,5,800,5,30000,13,2024-10-02 14:33:07,0900 ~ 1900,0000 ~ 0000,0000 ~ 0000,,20분,37.51983461,127.03339974
파티오나인지상주차장,강남구 논현동 66-24* ,BS,20,3300,30,3300,30,0,12,2024-10-02 14:32:34,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.518087,127.0293906
파티오나인지하주차장,강남구 논현동 66-24 ,BS,100,3300,30,3300,30,0,63,2024-10-02 14:32:34,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.51829753,127.02916516
강남대로150길(구),강남구 논현동 280-1,NS,7,400,5,800,5,,1,2024-10-02 14:33:12,1000 ~ 2000,0000 ~ 0000,0000 ~ 0000,02-1544-3113,20분,37.515849,127.020618
